row_index,word_count,type_count,avg_word_len,type_token_ratio,hapax_ratio,sentence_count,avg_sentence_len_words,std_sentence_len_words,punct_44_per100w,punct_59_per100w,punct_58_per100w,punct_45_per100w,punct_63_per100w,punct_33_per100w,punct_40_per100w,punct_41_per100w,punct_34_per100w,fw_the_per100w,fw_a_per100w,fw_an_per100w,fw_and_per100w,fw_or_per100w,fw_but_per100w,fw_if_per100w,fw_while_per100w,fw_because_per100w,fw_as_per100w,fw_of_per100w,fw_in_per100w,fw_on_per100w,fw_for_per100w,fw_to_per100w,fw_from_per100w,fw_by_per100w,fw_with_per100w,fw_without_per100w,fw_about_per100w,fw_at_per100w,fw_into_per100w,fw_through_per100w,fw_between_per100w,fw_among_per100w,fw_is_per100w,fw_are_per100w,fw_was_per100w,fw_were_per100w,fw_be_per100w,fw_been_per100w,fw_being_per100w,fw_that_per100w,fw_this_per100w,fw_these_per100w,fw_those_per100w,fw_it_per100w,fw_its_per100w,fw_their_per100w,fw_there_per100w,fw_which_per100w,fw_who_per100w,fw_whom_per100w,fw_whose_per100w,fw_not_per100w,fw_no_per100w,fw_can_per100w,fw_could_per100w,fw_may_per100w,fw_might_per100w,fw_must_per100w,fw_should_per100w,fw_would_per100w,hedge_per100w,citation_year_per100w,et_al_per100w
242,0.012641154443123623,0.011304798164653386,0.03576849600583024,-0.045133848761071904,-0.014182092626218626,0.03217072404638308,0.07564679695546488,0.08590464415082161,-0.0015718889206892937,0.0007492370532961708,0.010137650190215283,-0.003252855560839769,0.0,0.0,0.006571194235600014,0.010609542885000428,9.314204597835167e-06,0.02163463170921126,0.0027549642410416883,0.006690434813575779,0.0011079001467940073,0.002268293582559036,0.0006015369669812217,0.000225372901714656,0.0017799959192505458,0.0002484171133300621,0.003428638485831033,0.019609875614440806,0.009125825394093534,-0.0026237376513424497,0.005184419939560279,0.016166012625042272,0.0034418271820755688,-0.009392044292691543,0.005075718974720886,-0.00026663964808116577,0.0003293633406801201,0.000736906925056216,0.0005560813782628309,0.005409485655520431,-0.0025718567209553713,-0.00044220998867886864,-0.00059111620003733,0.009177974476002548,-0.002696525980871477,0.001453535165933741,0.0005003548177132535,0.006215213348723676,0.001154727802095233,0.02052033832007862,-0.030200502438425442,0.002508899267902225,-7.842242662414042e-05,0.0027165468474417533,-0.00011786560967746071,-0.00011578656066217664,-9.860906795995021e-05,-0.002643237734130963,-0.00014260341229878283,0.0,0.0,0.001572969914456935,0.00018090496898672507,0.003259316114828115,8.59516732584628e-05,0.00018416117762060815,0.0,0.00040400753757360603,-0.00016022883967946555,0.000155237470180003,0.0004730486637821792,0.0,0.0
96,0.012430539038894836,0.012037532324957207,0.03186980164336155,0.018615986105200946,0.013603188417625192,0.015135478439661853,0.053179341234060394,-0.043464034625345156,-0.008478700339744415,0.0003948765516912519,0.005534320283016172,-0.0032108616623770002,0.0,0.0,-0.0811032371480779,-0.08693880236596851,-3.198636212541917e-05,0.01827561226239764,0.0018540306374024015,0.006685588757837809,0.0014795636741162762,0.0020948662181548977,0.0003258622697999238,0.0003307912362889887,0.003222420719652174,0.0002459889723735267,0.0014126885092389393,-0.01896461269563277,0.009033083465895668,-0.0032613149723767277,-0.0022498209727527265,0.018118484498945396,0.00738759568926383,-0.00711433564638488,0.001690303484767168,-0.00025864798034694157,0.0002495836000287226,5.924759256978031e-05,0.0007189893737779,0.022139827852254462,-0.0020213336164907466,-0.0004365109667946778,0.003847934242667052,0.007276756523130068,-0.003441215060565324,0.003899300307498923,0.0008445992756536818,-0.00027452293793193543,0.0008086716851987279,0.013757416910904124,0.010114361179318016,-0.0009815931431907945,-5.639765100421095e-05,0.0031553988539833834,-0.0018163981106756872,0.0005481976684267989,-0.0001247547041088354,-0.0009878986841300324,-0.00035627033172906,0.0,0.0,0.0016944151381809692,0.0003953907453541418,0.007714225274975839,9.974775099801966e-05,0.00017320824448104833,0.0,0.0005758183687284912,-0.0002620664191675138,0.00014914238908316047,0.0008255093554743742,0.0,0.0
28,0.009485763948643701,0.0067076487191653185,-0.028463791859654027,0.014045424655312371,-0.0037635328194747645,-0.024138586690379903,-0.04896318486713722,-0.026644056446448038,0.004392035053411472,-0.00016656425515429828,-0.030841105106328228,0.00041877156857911203,0.0,0.0,-0.03917088904409733,-0.04370904305180952,-0.00022494077725266698,0.020270222918107636,-0.0002882158156101902,-0.004460491197318181,0.003255220315390243,0.001173475089226838,1.4526453832685987e-05,0.00010425504836223171,0.0019854861015982652,8.499864556923193e-05,0.003385377236698153,-0.07691081774125445,0.0025376073168061355,-0.004672071698209065,0.0009481050967493044,0.008695816895910419,0.002258151381499461,0.007371044648840395,-0.0026999303798054975,-0.0004873905470755393,0.00012374065355996982,0.0003153866451950747,-0.0003905914908751015,-0.004551668120757089,-0.0027741206891117223,-0.00028052140980164986,0.003934773459729964,0.003173487561872807,0.01386057227628847,-0.0040298044875828245,-0.0005197046291662111,-0.0011348678962194681,-0.0008733304606420736,-0.019060823234763994,-0.02331803705766638,-0.0035482203112165143,-0.00016930352386456356,0.0024228398465327167,-0.0022878456803165415,-0.001457542542224543,-0.00030528183438898663,-0.0010773558006836976,-0.0006464759828046544,0.0,0.0,0.0008796375067123826,7.593385364161595e-05,-0.0015422479289271052,5.6006626199632246e-05,-1.3222343210899643e-05,0.0,0.00017712795686001477,-0.0007286544320051021,3.929582735016526e-05,0.0002918692159628057,0.0,0.0
62,0.005705241374889986,0.0062396528883748,0.027358178158188376,0.01535897144942541,0.00702295623458971,0.01576588235338915,0.03081514536622012,-0.04955484421489965,-0.0017502282971896836,0.0004260885921862671,0.004010632422300765,-0.005320601014145942,0.0,0.0,0.0007604061020371547,0.004557261062184632,-0.00024848917785203324,-0.004683847732657907,-0.005505280837600999,-0.005967430083869925,-0.01637705190053731,0.001426207896326108,0.00036822648001749974,0.0001478592776455113,0.0022433757361981807,0.00016693465578342473,-0.002480008490221318,-0.03438074977316965,0.007831499754604832,-0.003528548179249979,-0.004223771986359527,-0.06267851319264435,0.004801647685686951,-0.0014536563148475003,0.0034654507398064497,-0.00023791520072935079,0.0003486406950085313,0.0002466146468754137,-0.00015744735795111386,-0.004939298130456008,-0.0031496854715201933,-0.0005647958080687806,0.0010429636151007655,0.004829520486762274,-0.002326732309595548,-0.01155105076893295,0.0003940592963217138,-0.0006074865187780817,0.00010551755778659283,0.001592170336331687,-0.03717398373743789,-0.002662704045292606,-8.048481064081784e-05,0.002070375565922174,0.009450062103472276,-0.0006771208988327667,-0.00031742673707746275,-0.0015499068641059936,-0.00014756307978574558,0.0,0.0,0.0010560317880012834,0.0002691282655700846,-0.0020301656631034086,5.3827191258909214e-05,0.0001741176495045763,0.0,0.00033375412207575816,-0.00012653415846331382,0.00011435562520588882,7.093595133493067e-05,0.0,0.0
151,0.011381666232377873,0.005372747009788352,-0.06822805960160021,-0.03681551024208783,-0.0077776822722560295,-0.024294017789561487,-0.0642054346121392,-0.04259472454967364,-0.011357663851109449,0.00024933575151959574,0.002331419558775036,0.002545895158317361,0.0,0.0,0.00047897355007523265,-0.0029872934973586432,-0.00047134735622799355,0.011599627506523743,-0.0025617088726112933,0.0023532343812124328,0.004175951869366168,0.0011505258880966534,0.0003551008244314614,0.000212825775881469,0.003980929415654126,0.00012193009813996886,0.0015210868758935684,-0.05270339837086812,0.0034597730714474393,0.015412058309774993,0.003003588434100424,0.010260617115703615,0.0009688767862854714,0.00789785949590614,-0.0045072131006713995,-0.00017441510465017517,-0.000501165090302702,0.00010585480555799899,-0.00038996681580664717,-0.006053646216397212,-0.0038758935565492477,-0.0001323960649572557,-0.01613187526326857,0.008792234539483728,-0.0032675015801912166,0.0004366297459181945,-0.0002551632190677267,-0.0011197789979825385,-0.0019753708241998856,0.0071610418574732295,0.00037019484815856737,-0.006997056105966168,-0.00017352576730136747,0.001914797247661305,-0.0025973986889282325,0.00014146767531794,-0.00037243964963228147,0.0013847472188813928,-0.0005542491941082898,0.0,0.0,0.0009503805781838826,0.00011569598704435883,-0.0015215590787035719,7.533058411943628e-05,-9.258548941159116e-05,0.0,0.00037516915675736833,-0.0005025666623126904,5.971056633890374e-05,0.0006456999361057074,0.0,0.0
221,-0.006078066717138538,-0.002388364058475487,0.031862576135099505,0.011316134974312912,0.007392062059398756,0.008881924950313475,-0.0777284278207309,-0.02554627674014845,0.0046247475820797405,0.0005025803089603646,0.0004965733963419539,-0.006927122898468177,0.0,0.0,0.07371028336034574,0.08458823013679674,1.9098515534695153e-05,0.020416705249071306,-0.007123519818578163,0.007030236496750571,0.007537624265656319,0.001945551560944155,-0.01186834767016253,0.00013933268065497117,0.0017725392534225471,0.0002761771174908921,0.002869545168078893,0.016384096023501295,-0.0096043476198285,-0.0005198892040592241,-0.0026597038581234354,0.007101170410376955,-0.0049767295488289285,0.00017294462364183692,-0.007999744964939595,-0.0003591807594497367,0.0006813041561310329,0.0016665747408683808,-0.0003116960315645759,0.020142560087962707,-0.0009860697562864996,-8.950580739516379e-05,-0.011670283938368805,0.005397748053101692,-0.0024159074278701288,0.0008615712608802678,0.0005866524007195979,-0.00035078401170422264,0.0008426939382308709,0.010304824065961683,-0.02329943911836245,-0.000778255860031736,-1.6348049355699998e-05,0.0032370756314039507,-0.0010547659152764092,0.0004909979085034514,0.005221355319255125,0.0003905518435536519,-0.00011626987955325311,0.0,0.0,0.0014958287897598574,0.0002240822033195335,0.007486125128921073,0.00040193415252033073,0.00010503528921192618,0.0,0.0003383242886409344,-0.00016011612505506206,7.904247040097751e-05,0.00020511797200600774,0.0,0.0
309,0.007740764143453217,0.006010896703463087,0.03505177696178895,0.008813944898142353,0.004025101582023079,0.021514711780990407,0.057779746647465255,0.12790408834839145,0.0017296918415973853,0.0006957499379955522,0.0033524240255797377,0.00039150120413635186,0.0,0.0,-0.022497374683209177,-0.029232317437196353,-1.827696940125647e-05,0.020226669082120372,-0.014296417304249952,-0.007212514936808011,0.0031499372742186645,0.001673469000560601,0.000520029678805804,0.0002546581325297037,0.0015451854340316207,0.00024235980046340394,0.00020659437657144503,0.018303235337686366,0.0018288400880993622,-0.0022365621454111463,0.006227467556426146,0.004901529417746535,-0.004864012047471473,0.006060544954179164,0.0061518362058845255,-0.0001876269991004694,0.0004295981959981391,0.0008236705437363278,0.003275252845324091,-0.004003831006508276,-0.0016285049826670838,-0.0002584705116960898,0.0029211944764606233,0.006802620383591854,-0.0027111077249909192,-0.0011414457482398924,-0.010708112167028893,-0.00012569495989323988,0.0008926010360781095,0.01725568114714142,-0.02728634973991326,0.0012870771041449609,-0.0005541696573827296,0.0022221939334725552,-6.7685802044088e-05,0.0003237272931419696,-0.00015794142075374062,-0.0004936020543189637,-0.00016638371989220437,0.0,0.0,0.0016758658727269496,0.00022769428197361096,-0.005768311518092011,7.85458657914959e-05,0.00035176413635903595,0.0,0.00046645732628373845,-0.0003305468118844018,9.304753140837795e-05,0.0006878843305402712,0.0,0.0
33,0.008989824565381022,0.006935421569951414,0.041603856512700994,-0.024912611776072315,-0.003022272590912201,-0.0159973110095864,-0.0486942749599727,-0.03808206826662772,0.007803036821726348,0.00015767114680084794,0.004207546156326408,-0.002775350076198391,0.0,0.0,-0.04786039530669601,-0.06066380491996574,2.5006880685235005e-05,0.018859210478479754,-0.0012350126154712531,-0.007601566269587755,-0.008708399599686681,0.0016949030870122323,8.018471613441069e-05,0.00025954425535657216,0.0007846962176603951,0.00011658542441966582,0.002661195548941993,0.00354919072649226,0.0044629135030545145,-0.0012900589683650108,-0.0007812856545179723,-0.038389772866912905,0.0036230246962858244,-0.008540113281894676,0.001713220864772237,-0.0005727111770929719,0.0002585491254839582,0.0005433471138197718,0.0001521272534252028,-0.005250359971661061,-0.0036717183293790458,-0.0005559573493561082,-0.0005766346713479175,0.005271749082793508,-0.007674086267358318,-0.004839012903093907,-5.8583195930112654e-05,-0.0009297433699485399,0.00023476007960129537,-0.012380793948778132,-0.02771443814272698,0.002454060107736254,-0.00019697746857029016,0.002836326408133747,-0.0029317199534331577,-0.0003320231421184029,-0.0006214480781323456,0.00015803776913111598,-0.0007055221680392034,0.0,0.0,0.0007813968075600788,0.0001730243835915377,-0.003031843344629407,5.4644094746442226e-05,-5.618100848972485e-05,0.0,0.00031705766308041353,-0.0004557157061978486,5.4267582006474116e-05,0.0004637580858294404,0.0,0.0
315,0.013835477002217631,0.007164830764737127,0.018249791686643813,0.015100123221601135,0.006291604803814412,0.029257399413483418,0.05583653092560421,0.08689695737435478,0.004309330927433181,0.0007168275491935215,0.008944784375592547,0.002471959686712853,0.0,0.0,0.0460984803221698,0.0519751465422473,-5.519411295919317e-05,0.02007231954849925,0.005873125470799243,0.004048675541050689,-0.005386794793689826,-0.003605795892889815,0.0008178213766187259,0.0004739926564402778,0.0017041798933840197,0.00028023495676644057,0.0028652414812229392,0.011933444341744282,0.00719961887088531,0.0062855872990528645,0.004803517459078951,0.009630097675095812,0.004179969893523853,0.005938692431635552,0.003360594059974825,-3.0753690144944647e-05,0.0004139627646323835,0.0015600738168548508,0.0035512869677133455,-0.0010545479754949655,0.005147210912266992,7.593417775821697e-05,-0.00035294810982400526,0.008212712769789136,-0.0010824704610802938,0.001804843084431076,0.0008653379826695515,-0.0001494589439153641,0.0009376607461233156,-0.016019304432932795,0.027563766355432333,-0.001499274076958337,-4.075094130782581e-05,0.0028309659681467893,-0.000739770848037648,0.0009379599165455325,-7.573131540296748e-05,0.001450591952133054,-7.922521819200618e-05,0.0,0.0,0.0015674177620499203,0.00011535895182813328,-0.0006780239681731801,0.00021925101024387588,0.0002601167475207845,0.0,0.0004996343372919138,-0.00012422360996489103,0.00011689001628004957,0.0003973049700479246,0.0,0.0
73,-0.04088814329319183,0.0037524799929263488,0.03332769271508793,-0.054604482957044995,-0.031493773322973886,-0.035132853494382034,0.04527459890687973,-0.01794808374965274,2.5728111559781685e-05,-0.003426472462197048,-0.05126145093473496,-0.006957783962636504,0.0,0.0,0.0013589538000916808,0.0076657585492143085,7.836805970094574e-05,0.014808208218192499,-0.01075067189286757,-0.005602019399739101,-0.008636574023220416,0.0007190553965851428,9.42023761456391e-05,0.00022814696653419814,0.002523648189309308,0.00013210853219862117,0.00043908001033106744,-0.008162053436214336,-0.001518952184984662,0.0031701102236119296,0.0036698391089161377,0.014904037533928185,0.0026850031205397622,-0.00839134286224069,0.007030013095668196,-0.00038439937950642146,0.00013643665412661646,-2.3703187227423245e-05,0.0003570596397336839,0.024777087611811504,-0.003890224165941563,-0.00048154374811801667,0.005017499678475119,-0.01383036241868356,-0.0024935418435410336,-0.007718058413301664,-0.0010641747758255756,-0.001039016517400206,-0.006350668512427616,-0.021506803853095488,-0.02225626606079712,-0.0033279343165793433,-7.954310710380898e-05,0.002429817203634347,-0.0013195171735406765,-0.0005658346895599011,-0.0004102562723504846,0.00013944501138422758,-0.00027061868096998253,0.0,0.0,0.0014641165703832234,3.587535839093975e-05,-0.0002565132550142765,7.328929153233684e-05,2.038511150763777e-05,0.0,0.0002687880953438376,-0.0005512124577237693,0.0001197561417481684,3.863189966578293e-05,0.0,0.0
